YJコード,品名,成分名,規格,薬価,経過措置期限
6343450D3020,エイフスチラ静注用１０００,ロノクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,77896,
6343450D4026,エイフスチラ静注用１５００,ロノクトコグ　アルファ（遺伝子組換え）,１，５００国際単位１瓶（溶解液付）,106526,
6343450D5022,エイフスチラ静注用２０００,ロノクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,144516,
6343450D6029,エイフスチラ静注用２５００,ロノクトコグ　アルファ（遺伝子組換え）,２，５００国際単位１瓶（溶解液付）,176238,
6343450D7025,エイフスチラ静注用３０００,ロノクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,207305,
6343451A1025,ヘムライブラ皮下注３０ｍｇ,エミシズマブ（遺伝子組換え）,３０ｍｇ１ｍＬ１瓶,294927,
6343451A2021,ヘムライブラ皮下注６０ｍｇ,エミシズマブ（遺伝子組換え）,６０ｍｇ０．４ｍＬ１瓶,543226,
6343451A3028,ヘムライブラ皮下注９０ｍｇ,エミシズマブ（遺伝子組換え）,９０ｍｇ０．６ｍＬ１瓶,776517,
6343451A4024,ヘムライブラ皮下注１０５ｍｇ,エミシズマブ（遺伝子組換え）,１０５ｍｇ０．７ｍＬ１瓶,889496,
6343451A5020,ヘムライブラ皮下注１５０ｍｇ,エミシズマブ（遺伝子組換え）,１５０ｍｇ１ｍＬ１瓶,1217985,
6343451A6027,ヘムライブラ皮下注１２ｍｇ,エミシズマブ（遺伝子組換え）,１２ｍｇ０．４ｍＬ１瓶,131539,
6343452D1026,レフィキシア静注用５００,ノナコグ　ベータ　ペゴル（遺伝子組換え）,５００国際単位１瓶（溶解液付）,216190,
6343452D2022,レフィキシア静注用１０００,ノナコグ　ベータ　ペゴル（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,427027,
6343452D3029,レフィキシア静注用２０００,ノナコグ　ベータ　ペゴル（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,845605,
6343453D1020,ジビイ静注用５００,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,５００国際単位１瓶（溶解液付）,61858,
6343453D2027,ジビイ静注用１０００,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,132353,
6343453D3023,ジビイ静注用２０００,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,213110,
6343453D4020,ジビイ静注用３０００,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,338385,
6343454D1025,イスパロクト静注用５００,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,５００国際単位１瓶（溶解液付）,60800,
6343454D2021,イスパロクト静注用１０００,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,124632,
6343454D3028,イスパロクト静注用１５００,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,１，５００国際単位１瓶（溶解液付）,178507,
6343454D4024,イスパロクト静注用２０００,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,230339,
6343454D5020,イスパロクト静注用３０００,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,303233,
6343455D1020,ボンベンディ静注用１３００,ボニコグ　アルファ（遺伝子組換え）,１，３００国際単位１瓶（溶解液付）,146288,
6343456D1024,リンスパッド点滴静注用１０００ｍｇ,乾燥濃縮人α１－プロテイナーゼインヒビター,１，０００ｍｇ１瓶（溶解液付）,216054,
6343457D1029,ヌーイック静注用２５０,シモクトコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,22543,
6343457D2025,ヌーイック静注用５００,シモクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,41538,
6343457D3021,ヌーイック静注用１０００,シモクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,77700,
6343457D4028,ヌーイック静注用２０００,シモクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,144395,
6343457D5024,ヌーイック静注用２５００,シモクトコグ　アルファ（遺伝子組換え）,２，５００国際単位１瓶（溶解液付）,176210,
6343457D6020,ヌーイック静注用３０００,シモクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,207370,
6343457D7027,ヌーイック静注用４０００,シモクトコグ　アルファ（遺伝子組換え）,４，０００国際単位１瓶（溶解液付）,268164,
6343458G1020,アレモ皮下注１５ｍｇ,コンシズマブ（遺伝子組換え）,１５ｍｇ１．５ｍＬ１キット,249546,
6343458G2026,アレモ皮下注６０ｍｇ,コンシズマブ（遺伝子組換え）,６０ｍｇ１．５ｍＬ１キット,844727,
6343458G3022,アレモ皮下注１５０ｍｇ,コンシズマブ（遺伝子組換え）,１５０ｍｇ１．５ｍＬ１キット,1893013,
6343459D1028,オルツビーオ静注用２５０,エフアネソクトコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,49543,
6343459D2024,オルツビーオ静注用５００,エフアネソクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,99085,
6343459D3020,オルツビーオ静注用１０００,エフアネソクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,198171,
6343459D4027,オルツビーオ静注用２０００,エフアネソクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,396341,
6343459D5023,オルツビーオ静注用３０００,エフアネソクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,594512,
6343459D6020,オルツビーオ静注用４０００,エフアネソクトコグ　アルファ（遺伝子組換え）,４，０００国際単位１瓶（溶解液付）,792683,
6343460D1020,オビザー静注用５００,スソクトコグ　アルファ（遺伝子組換え）,５００単位１瓶（溶解液付）,268509,
6343461D1025,セプーロチン静注用１０００単位,乾燥濃縮人プロテインＣ,１，０００国際単位１瓶（溶解液付）,558108,
6343462G1026,ヒムペブジ皮下注１５０ｍｇペン,マルスタシマブ（遺伝子組換え）,１５０ｍｇ１ｍＬ１キット,883108,
6343500D1027,バイクロット配合静注用,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,（第Ⅶａ因子１．５ｍｇ第Ⅹ因子１５ｍｇ）１瓶（溶解液付）,268272,R9.3.31まで
6343500D1035,バイクロット配合静注用２．５ｍＬ,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,（第Ⅶａ因子１．５ｍｇ第Ⅹ因子１５ｍｇ）１瓶（溶解液付）,268272,
6343500D2023,バイクロット配合静注用５ｍＬ,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,（第Ⅶａ因子３．０ｍｇ第Ⅹ因子３０ｍｇ）１瓶（溶解液付）,536544,
6343500D3020,バイクロット配合静注用１０ｍＬ,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,（第Ⅶａ因子６．０ｍｇ第Ⅹ因子６０ｍｇ）１瓶（溶解液付）,1073088,
6343501A1025,ハイキュービア１０％皮下注セット５ｇ／５０ｍＬ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,１セット,56816,
6343501A2021,ハイキュービア１０％皮下注セット１０ｇ／１００ｍＬ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,１セット,112154,
6343501A3028,ハイキュービア１０％皮下注セット２０ｇ／２００ｍＬ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,１セット,221382,
6349400A1026,ノーモサング点滴静注２５０ｍｇ,ヘミン,２５０ｍｇ１０ｍＬ１管,154716,
6393400X1019,精製ツベルクリン,精製ツベルクリン,１μｇ１瓶（溶解液付）,2336,
6393401X2010,精製ツベルクリン,精製ツベルクリン,（一般診断用・１人用）０．２５μｇ１瓶（溶解液付）,4535,
6399404A5030,スミフェロン注ＤＳ３００万ＩＵ,インターフェロンアルファ（ＮＡＭＡＬＷＡ）,３００万国際単位１筒,25865,
6399404A6036,スミフェロン注ＤＳ６００万ＩＵ,インターフェロンアルファ（ＮＡＭＡＬＷＡ）,６００万国際単位１筒,34546,
6399408F4020,イムノマックス－γ注１００,インターフェロンガンマ－１ａ（遺伝子組換え）,１００万国内標準単位１瓶（溶解液付）,22617,
6399408F7020,イムノマックス－γ注５０,インターフェロンガンマ－１ａ（遺伝子組換え）,５０万国内標準単位１瓶（溶解液付）,11794,
6399411D1022,イムネース注３５,テセロイキン（遺伝子組換え）,３５万単位１瓶（溶解液付）,81483,
6399413A2021,アトガム点滴静注液２５０ｍｇ,抗ヒト胸腺細胞ウマ免疫グロブリン,２５０ｍｇ５ｍＬ１管,75467,
6399416D1033,ベタフェロン皮下注用９６０万国際単位,インターフェロンベータ－１ｂ（遺伝子組換え）,９６０万国際単位１瓶（溶解液付）,6535,
6399418D1032,シムレクト静注用２０ｍｇ,バシリキシマブ（遺伝子組換え）,２０ｍｇ１瓶,195159,
6399418D2020,シムレクト小児用静注用１０ｍｇ,バシリキシマブ（遺伝子組換え）,１０ｍｇ１瓶,104504,
6399419A1022,ペガシス皮下注９０μｇ,ペグインターフェロンアルファ－２ａ（遺伝子組換え）,９０μｇ１ｍＬ１瓶,8335,
6399419A2029,ペガシス皮下注１８０μｇ,ペグインターフェロンアルファ－２ａ（遺伝子組換え）,１８０μｇ１ｍＬ１瓶,13834,
6399421A1020,アクテムラ点滴静注用２００ｍｇ,トシリズマブ（遺伝子組換え）,２００ｍｇ１０ｍＬ１瓶,23080,
6399421A2026,アクテムラ点滴静注用８０ｍｇ,トシリズマブ（遺伝子組換え）,８０ｍｇ４ｍＬ１瓶,9973,
6399421A3022,アクテムラ点滴静注用４００ｍｇ,トシリズマブ（遺伝子組換え）,４００ｍｇ２０ｍＬ１瓶,50493,
6399421G1022,アクテムラ皮下注１６２ｍｇシリンジ,トシリズマブ（遺伝子組換え）,１６２ｍｇ０．９ｍＬ１筒,32485,
6399421G2029,アクテムラ皮下注１６２ｍｇオートインジェクター,トシリズマブ（遺伝子組換え）,１６２ｍｇ０．９ｍＬ１キット,32608,
6399422G1027,アボネックス筋注用シリンジ３０μｇ,インターフェロンベータ－１ａ（遺伝子組換え）,３０μｇ０．５ｍＬ１筒,30967,
6399422G2023,アボネックス筋注３０μｇペン,インターフェロンベータ－１ａ（遺伝子組換え）,３０μｇ０．５ｍＬ１キット,32702,
6399423F1026,サイモグロブリン点滴静注用２５ｍｇ,抗ヒト胸腺細胞ウサギ免疫グロブリン,２５ｍｇ１瓶,28545,
6399424A1023,ソリリス点滴静注３００ｍｇ,エクリズマブ（遺伝子組換え）,３００ｍｇ３０ｍＬ１瓶,615752,
6399427A2023,ユルトミリスＨＩ点滴静注３００ｍｇ／３ｍＬ,ラブリズマブ（遺伝子組換え）,３００ｍｇ３ｍＬ１瓶,659985,
6399427A3020,ユルトミリスＨＩ点滴静注１１００ｍｇ／１１ｍＬ,ラブリズマブ（遺伝子組換え）,１，１００ｍｇ１１ｍＬ１瓶,2419945,
6399428G1024,エンスプリング皮下注１２０ｍｇシリンジ,サトラリズマブ（遺伝子組換え）,１２０ｍｇ１ｍＬ１筒,1150216,
6399428G2020,エンスプリング皮下注１２０ｍｇオートインジェクター,サトラリズマブ（遺伝子組換え）,１２０ｍｇ１ｍＬ１キット,1152032,
6399429A1026,ユプリズナ点滴静注１００ｍｇ,イネビリズマブ（遺伝子組換え）,１００ｍｇ１０ｍＬ１瓶,3495304,
6399430A1029,ウィフガート点滴静注４００ｍｇ,エフガルチギモド　アルファ（遺伝子組換え）,４００ｍｇ２０ｍＬ１瓶,412042,
6399431A1023,エジャイモ点滴静注１．１ｇ,スチムリマブ（遺伝子組換え）,１．１ｇ２２ｍＬ１瓶,244074,
6399432A1028,リスティーゴ皮下注２８０ｍｇ,ロザノリキシズマブ（遺伝子組換え）,２８０ｍｇ２ｍＬ１瓶,356392,
6399432A2024,リスティーゴ皮下注４２０ｍｇ,ロザノリキシズマブ（遺伝子組換え）,４２０ｍｇ３ｍＬ１瓶,534588,
6399433A1022,ピアスカイ注３４０ｍｇ,クロバリマブ（遺伝子組換え）,３４０ｍｇ２ｍＬ１瓶,1978062,
6399434A1027,アイマービー点滴静注３００ｍｇ,ニポカリマブ（遺伝子組換え）,３００ｍｇ１．６２ｍＬ１瓶,491823,
6399434A2023,アイマービー点滴静注１２００ｍｇ,ニポカリマブ（遺伝子組換え）,１，２００ｍｇ６．５ｍＬ１瓶,1967291,
6399435A1021,トシリズマブＢＳ点滴静注８０ｍｇ「ＣＴ」,トシリズマブ（遺伝子組換え）［トシリズマブ後続１］,８０ｍｇ４ｍＬ１瓶,6687,
6399435A2028,トシリズマブＢＳ点滴静注２００ｍｇ「ＣＴ」,トシリズマブ（遺伝子組換え）［トシリズマブ後続１］,２００ｍｇ１０ｍＬ１瓶,16717,
6399435A3024,トシリズマブＢＳ点滴静注４００ｍｇ「ＣＴ」,トシリズマブ（遺伝子組換え）［トシリズマブ後続１］,４００ｍｇ２０ｍＬ１瓶,33434,
6399436A1026,トシリズマブＢＳ点滴静注８０ｍｇ「ＭＡ」,トシリズマブ（遺伝子組換え）［トシリズマブ後続２］,８０ｍｇ４ｍＬ１瓶,6687,
6399436A2022,トシリズマブＢＳ点滴静注２００ｍｇ「ＭＡ」,トシリズマブ（遺伝子組換え）［トシリズマブ後続２］,２００ｍｇ１０ｍＬ１瓶,16717,
6399436A3029,トシリズマブＢＳ点滴静注４００ｍｇ「ＭＡ」,トシリズマブ（遺伝子組換え）［トシリズマブ後続２］,４００ｍｇ２０ｍＬ１瓶,33434,
6399500D2037,ヒスタグロビン皮下注用,ヒスタミン加人免疫グロブリン（乾燥）,（人免疫グロブリン１２ｍｇヒスタミン二塩酸塩０．１５μｇ）１瓶（溶解液付）,1444,
6399501A1020,ヒフデュラ配合皮下注,エフガルチギモド　アルファ（遺伝子組換え）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,５．６ｍＬ１瓶,634797,
6399501G1023,ヒフデュラ配合皮下注シリンジ,エフガルチギモド　アルファ（遺伝子組換え）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,５ｍＬ１筒,665026,
6419400D1037,ベナンバックス注用３００ｍｇ,ペンタミジンイセチオン酸塩,３００ｍｇ１瓶,5788,
6419401A1027,アネメトロ点滴静注液５００ｍｇ,メトロニダゾール,５００ｍｇ１００ｍＬ１瓶,1091,
6419500A1020,バクトラミン注,スルファメトキサゾール・トリメトプリム,５ｍＬ１管,665,
7131400A1017,注射用水,注射用水,５ｍＬ１管,104,
7131400A1041,注射用水（ニプロ）,注射用水,５ｍＬ１管,118,
7131400A1106,注射用水「フソー」,注射用水,５ｍＬ１管,118,
7131400A2013,注射用水,注射用水,２０ｍＬ１管,104,
7131400A2129,大塚蒸留水,注射用水,２０ｍＬ１管,104,
7131400A2145,注射用水ＰＬ「フソー」,注射用水,２０ｍＬ１管,104,
7131400A2153,注射用水（光）,注射用水,２０ｍＬ１管,104,
7131400A4016,注射用水,注射用水,１００ｍＬ１瓶,147,
7131400A5012,注射用水,注射用水,５００ｍＬ１瓶,216,
7131400A5020,大塚蒸留水,注射用水,５００ｍＬ１瓶,216,
7131400A5047,注射用水（光）,注射用水,５００ｍＬ１瓶,268,
7131400A6019,注射用水,注射用水,１Ｌ１瓶,316,
7131400A6027,大塚蒸留水,注射用水,１Ｌ１瓶,220,
7131400A6035,注射用水（光）,注射用水,１Ｌ１瓶,316,
7131400A9018,注射用水,注射用水,１ｍＬ１管,104,
7131400H1015,注射用水,注射用水,２ｍＬ１管,104,
7131400H2011,注射用水,注射用水,５００ｍＬ１袋,268,
7131400H3018,注射用水,注射用水,１Ｌ１袋,316,
7211401A1014,イオタラム酸ナトリウム注射液,イオタラム酸ナトリウム,６６．８％２０ｍＬ１管,707,
7211402A1019,イオタラム酸メグルミン注射液,イオタラム酸メグルミン,３０％２２０ｍＬ１瓶,2232,
7211402A2015,イオタラム酸メグルミン注射液,イオタラム酸メグルミン,６０％２０ｍＬ１管,433,
7211402A3011,イオタラム酸メグルミン注射液,イオタラム酸メグルミン,６０％５０ｍＬ１瓶,868,
7211402A4018,イオタラム酸メグルミン注射液,イオタラム酸メグルミン,６０％１００ｍＬ１瓶,1747,
7211404X1037,リピオドール４８０注１０ｍＬ,ヨード化ケシ油脂肪酸エチルエステル,１０ｍＬ１管,25792,
7214400A2018,アミドトリゾ酸ナトリウムメグルミン注射液,アミドトリゾ酸ナトリウムメグルミン,６０％２０ｍＬ１管,1145,
7214400A5017,アミドトリゾ酸ナトリウムメグルミン注射液,アミドトリゾ酸ナトリウムメグルミン,６０％１００ｍＬ１瓶,1872,
7214400A6013,アミドトリゾ酸ナトリウムメグルミン注射液,アミドトリゾ酸ナトリウムメグルミン,７６％２０ｍＬ１管,583,
7219403A1038,ビリスコピン点滴静注５０,イオトロクス酸メグルミン,１０．５５％１００ｍＬ１瓶,9441,
7219412A2068,イオパミロン注３００,イオパミドール,６１．２４％５０ｍＬ１瓶,1796,
7219412A2122,イオパミドール３００注５０ｍＬ「Ｆ」,イオパミドール,６１．２４％５０ｍＬ１瓶,2371,
7219412A3072,イオパミロン注３００,イオパミドール,６１．２４％１００ｍＬ１瓶,3559,
7219412A3137,イオパミドール３００注１００ｍＬ「Ｆ」,イオパミドール,６１．２４％１００ｍＬ１瓶,4309,
7219412A5067,イオパミロン注３７０,イオパミドール,７５．５２％５０ｍＬ１瓶,2052,
7219412A5121,イオパミドール３７０注５０ｍＬ「Ｆ」,イオパミドール,７５．５２％５０ｍＬ１瓶,2052,
7219412A6071,イオパミロン注３７０,イオパミドール,７５．５２％１００ｍＬ１瓶,4044,
7219412A6136,イオパミドール３７０注１００ｍＬ「Ｆ」,イオパミドール,７５．５２％１００ｍＬ１瓶,4826,
7219412A7086,イオパミドール１５０注５０ｍＬ「Ｆ」,イオパミドール,３０．６２％５０ｍＬ１瓶,2610,
7219412A8082,イオパミドール１５０注２００ｍＬ「Ｆ」,イオパミドール,３０．６２％２００ｍＬ１瓶,7734,
7219412A9127,イオパミドール３００注２０ｍＬ「Ｆ」,イオパミドール,６１．２４％２０ｍＬ１瓶,1394,
7219412G1030,イオパミロン注３００シリンジ,イオパミドール,６１．２４％１００ｍＬ１筒,3994,
7219412G1099,イオパミドール３００注シリンジ１００ｍＬ「Ｆ」,イオパミドール,６１．２４％１００ｍＬ１筒,4101,
7219412G2117,イオパミドール３００注シリンジ５０ｍＬ「Ｆ」,イオパミドール,６１．２４％５０ｍＬ１筒,3394,
7219412G6031,イオパミロン注３００シリンジ,イオパミドール,６１．２４％８０ｍＬ１筒,3317,
7219412G6090,イオパミドール３００注シリンジ８０ｍＬ「Ｆ」,イオパミドール,６１．２４％８０ｍＬ１筒,3521,
7219412G7038,イオパミロン注３７０シリンジ,イオパミドール,７５．５２％１００ｍＬ１筒,4186,
7219412G7089,イオパミドール３７０注シリンジ１００ｍＬ「Ｆ」,イオパミドール,７５．５２％１００ｍＬ１筒,4243,
7219412G9030,イオパミロン注３７０シリンジ,イオパミドール,７５．５２％８０ｍＬ１筒,3677,
7219412G9103,イオパミドール３７０注シリンジ８０ｍＬ「Ｆ」,イオパミドール,７５．５２％８０ｍＬ１筒,3753,
7219412H1124,イオパミドール３７０注２０ｍＬ「Ｆ」,イオパミドール,７５．５２％２０ｍＬ１瓶,1490,
7219412P1099,イオパミドール３７０注シリンジ５０ｍＬ「Ｆ」,イオパミドール,７５．５２％５０ｍＬ１筒,3356,
7219412P2036,イオパミドール３００注シリンジ１５０ｍＬ「Ｆ」,イオパミドール,６１．２４％１５０ｍＬ１筒,6549,
7219412P2044,イオパミロン注３００シリンジ,イオパミドール,６１．２４％１５０ｍＬ１筒,6549,
7219412P3075,イオパミドール３７０注シリンジ６５ｍＬ「Ｆ」,イオパミドール,７５．５２％６５ｍＬ１筒,4015,
7219412P4020,イオパミロン注３００シリンジ,イオパミドール,６１．２４％１３０ｍＬ１筒,5188,
7219414A2032,イソビスト注３００,イオトロラン,６４．０８％１０ｍＬ１瓶,7290,
7219414A3039,イソビスト注２４０,イオトロラン,５１．２６％１０ｍＬ１瓶,4336,
7219415A4030,オムニパーク２４０注１０ｍＬ,イオヘキソール,５１．７７％１０ｍＬ１瓶,640,
7219415A8043,オムニパーク３００注１０ｍＬ,イオヘキソール,６４．７１％１０ｍＬ１瓶,847,
7219415A9066,オムニパーク３００注２０ｍＬ,イオヘキソール,６４．７１％２０ｍＬ１瓶,1401,
7219415A9090,イオヘキソール３００注２０ｍＬ「Ｆ」,イオヘキソール,６４．７１％２０ｍＬ１瓶,1419,
7219415G1050,オムニパーク２４０注シリンジ１００ｍＬ,イオヘキソール,５１．７７％１００ｍＬ１筒,3883,
7219415G1076,イオヘキソール２４０注シリンジ１００ｍＬ「Ｆ」,イオヘキソール,５１．７７％１００ｍＬ１筒,4097,
7219415G2064,オムニパーク３００注シリンジ５０ｍＬ,イオヘキソール,６４．７１％５０ｍＬ１筒,3001,
7219415G2102,イオヘキソール３００注シリンジ５０ｍＬ「Ｆ」,イオヘキソール,６４．７１％５０ｍＬ１筒,4613,
7219415G3117,オムニパーク３００注シリンジ１００ｍＬ,イオヘキソール,６４．７１％１００ｍＬ１筒,3688,
7219415G3141,イオヘキソール３００注シリンジ１００ｍＬ「Ｆ」,イオヘキソール,６４．７１％１００ｍＬ１筒,4653,
7219415G4067,オムニパーク３００注シリンジ８０ｍＬ,イオヘキソール,６４．７１％８０ｍＬ１筒,3982,
7219415G4105,イオヘキソール３００注シリンジ８０ｍＬ「Ｆ」,イオヘキソール,６４．７１％８０ｍＬ１筒,4063,
7219415G5063,オムニパーク３５０注シリンジ１００ｍＬ,イオヘキソール,７５．４９％１００ｍＬ１筒,3843,
7219415G5098,イオヘキソール３５０注シリンジ１００ｍＬ「Ｆ」,イオヘキソール,７５．４９％１００ｍＬ１筒,3942,
7219415G6035,オムニパーク３００注シリンジ１５０ｍＬ,イオヘキソール,６４．７１％１５０ｍＬ１筒,6264,
7219415G6086,イオヘキソール３００注シリンジ１５０ｍＬ「Ｆ」,イオヘキソール,６４．７１％１５０ｍＬ１筒,8204,
7219415G7031,オムニパーク３００注シリンジ１２５ｍＬ,イオヘキソール,６４．７１％１２５ｍＬ１筒,5458,
7219415G7082,イオヘキソール３００注シリンジ１２５ｍＬ「Ｆ」,イオヘキソール,６４．７１％１２５ｍＬ１筒,7623,
7219415G8038,オムニパーク３５０注シリンジ７０ｍＬ,イオヘキソール,７５．４９％７０ｍＬ１筒,3805,
7219415G8070,イオヘキソール３５０注シリンジ７０ｍＬ「Ｆ」,イオヘキソール,７５．４９％７０ｍＬ１筒,3932,
7219415G9026,オムニパーク３００注シリンジ１１０ｍＬ,イオヘキソール,６４．７１％１１０ｍＬ１筒,4997,
7219415G9077,イオヘキソール３００注シリンジ１１０ｍＬ「Ｆ」,イオヘキソール,６４．７１％１１０ｍＬ１筒,8121,
7219415H1071,オムニパーク３００注５０ｍＬ,イオヘキソール,６４．７１％５０ｍＬ１瓶,3809,
7219415H1101,イオヘキソール３００注５０ｍＬ「Ｆ」,イオヘキソール,６４．７１％５０ｍＬ１瓶,3907,
7219415H2078,オムニパーク３００注１００ｍＬ,イオヘキソール,６４．７１％１００ｍＬ１瓶,3186,
7219415H2108,イオヘキソール３００注１００ｍＬ「Ｆ」,イオヘキソール,６４．７１％１００ｍＬ１瓶,4891,
7219415H3066,オムニパーク３５０注２０ｍＬ,イオヘキソール,７５．４９％２０ｍＬ１瓶,810,
7219415H3082,イオヘキソール３５０注２０ｍＬ「Ｆ」,イオヘキソール,７５．４９％２０ｍＬ１瓶,2416,
7219415H4062,オムニパーク３５０注５０ｍＬ,イオヘキソール,７５．４９％５０ｍＬ１瓶,1749,
7219415H4089,イオヘキソール３５０注５０ｍＬ「Ｆ」,イオヘキソール,７５．４９％５０ｍＬ１瓶,3258,
7219415H5069,オムニパーク３５０注１００ｍＬ,イオヘキソール,７５．４９％１００ｍＬ１瓶,2735,
7219415H5085,イオヘキソール３５０注１００ｍＬ「Ｆ」,イオヘキソール,７５．４９％１００ｍＬ１瓶,4240,
7219415H8025,オムニパーク３５０注シリンジ４５ｍＬ,イオヘキソール,７５．４９％４５ｍＬ１筒,2397,
7219416A8030,オプチレイ３２０注２０ｍＬ,イオベルソール,６７．８％２０ｍＬ１瓶,3995,
7219416A9036,オプチレイ３２０注５０ｍＬ,イオベルソール,６７．８％５０ｍＬ１瓶,7964,
7219416G1038,オプチレイ２４０注シリンジ１００ｍＬ,イオベルソール,５０．９％１００ｍＬ１筒,6228,
7219416G3030,オプチレイ３２０注シリンジ７５ｍＬ,イオベルソール,６７．８％７５ｍＬ１筒,4696,
7219416G4037,オプチレイ３２０注シリンジ１００ｍＬ,イオベルソール,６７．８％１００ｍＬ１筒,4817,
7219416G9039,オプチレイ３５０注シリンジ１００ｍＬ,イオベルソール,７４．１％１００ｍＬ１筒,6398,
7219416H1033,オプチレイ３２０注１００ｍＬ,イオベルソール,６７．８％１００ｍＬ１瓶,5059,
7219416H2030,オプチレイ３５０注２０ｍＬ,イオベルソール,７４．１％２０ｍＬ１瓶,3567,
7219416H3036,オプチレイ３５０注５０ｍＬ,イオベルソール,７４．１％５０ｍＬ１瓶,4470,
7219416H4032,オプチレイ３５０注１００ｍＬ,イオベルソール,７４．１％１００ｍＬ１瓶,5520,
7219416P1020,オプチレイ３５０注シリンジ１３５ｍＬ,イオベルソール,７４．１％１３５ｍＬ１筒,9393,
7219417A1030,イオメロン３００注２０ｍＬ,イオメプロール,６１．２４％２０ｍＬ１瓶,1640,
7219417A2036,イオメロン３００注５０ｍＬ,イオメプロール,６１．２４％５０ｍＬ１瓶,2021,
7219417A3032,イオメロン３００注１００ｍＬ,イオメプロール,６１．２４％１００ｍＬ１瓶,3261,
7219417A4039,イオメロン３５０注２０ｍＬ,イオメプロール,７１．４４％２０ｍＬ１瓶,1003,
7219417A5035,イオメロン３５０注５０ｍＬ,イオメプロール,７１．４４％５０ｍＬ１瓶,2364,
7219417A6031,イオメロン３５０注１００ｍＬ,イオメプロール,７１．４４％１００ｍＬ１瓶,3779,
7219417A8034,イオメロン４００注５０ｍＬ,イオメプロール,８１．６５％５０ｍＬ１瓶,3012,
7219417A9030,イオメロン４００注１００ｍＬ,イオメプロール,８１．６５％１００ｍＬ１瓶,5163,
7219417G1032,イオメロン３００注シリンジ５０ｍＬ,イオメプロール,６１．２４％５０ｍＬ１筒,3983,
7219417G2039,イオメロン３００注シリンジ１００ｍＬ,イオメプロール,６１．２４％１００ｍＬ１筒,4182,
7219417G3035,イオメロン３５０注シリンジ５０ｍＬ,イオメプロール,７１．４４％５０ｍＬ１筒,2414,
7219417G4031,イオメロン３５０注シリンジ１００ｍＬ,イオメプロール,７１．４４％１００ｍＬ１筒,4191,
7219417G5038,イオメロン３００注シリンジ７５ｍＬ,イオメプロール,６１．２４％７５ｍＬ１筒,2413,
7219417G6034,イオメロン３５０注シリンジ７５ｍＬ,イオメプロール,７１．４４％７５ｍＬ１筒,3331,
7219417G7030,イオメロン３５０注シリンジ１３５ｍＬ,イオメプロール,７１．４４％１３５ｍＬ１筒,5767,
7219418A6052,イオプロミド３００注２０ｍＬ「ＢＹＬ」,イオプロミド,６２．３４％２０ｍＬ１瓶,896,
7219418A7059,イオプロミド３００注５０ｍＬ「ＢＹＬ」,イオプロミド,６２．３４％５０ｍＬ１瓶,2110,
